Id,Label,country,latitude,longitude
339,Erfurt,Germany,50.979801,10.9581
340,Frankfurt,Germany,50.033333,8.570556
341,Munster,Germany,52.134602,7.68483
342,Hamburg,Germany,53.630402,9.98823
344,Cologne,Germany,50.865898,7.14274
345,Duesseldorf,Germany,51.289501,6.76678
346,Munich,Germany,48.353802,11.7861
347,Nuernberg,Germany,49.498699,11.078056
348,Leipzig,Germany,51.423889,12.236389
349,Saarbruecken,Germany,49.2146,7.10951
350,Stuttgart,Germany,48.689899,9.22196
351,Berlin,Germany,52.5597,13.2877
352,Hannover,Germany,52.461102,9.68508
353,Bremen,Germany,53.047501,8.78667
355,Hahn,Germany,49.9487,7.26389
356,Mannheim,Germany,49.473057,8.514167
362,Hamburg,Germany,53.535278,9.835556
364,Luebeck,Germany,53.805401,10.7192
371,Paderborn,Germany,51.614101,8.61632
373,Dortmund,Germany,51.518299,7.61224
374,Augsburg,Germany,48.425278,10.931667
382,Friedrichshafen,Germany,47.671299,9.51149
393,Zweibruecken,Germany,49.2094,7.40056
400,Kassel,Germany,51.417273,9.384967
410,Westerland,Germany,54.9132,8.34047
413,Kuressaare,Estonia,58.2299,22.509501
415,Tallinn-ulemiste International,Estonia,59.4133,24.8328
416,Tartu,Estonia,58.307499,26.690399
421,Helsinki,Finland,60.3172,24.963301
428,Ivalo,Finland,68.6073,27.4053
429,Joensuu,Finland,62.662899,29.6075
430,Jyvaskyla,Finland,62.399502,25.678301
432,Kemi,Finland,65.778702,24.5821
433,Kajaani,Finland,64.2855,27.6924
435,Kruunupyy,Finland,63.721199,23.143101
437,Kuusamo,Finland,65.987602,29.239401
438,Kittila,Finland,67.700996,24.8468
439,Kuopio,Finland,63.007099,27.7978
441,Lappeenranta,Finland,61.044601,28.144743
442,Mariehamn,Finland,60.1222,19.898199
446,Oulu,Finland,64.930099,25.354601
448,Pori,Finland,61.4617,21.799999
453,Rovaniemi,Finland,66.564796,25.8304
455,Savonlinna,Finland,61.9431,28.945101
458,Tampere,Finland,61.414101,23.604401
460,Turku,Finland,60.514099,22.2628
462,Vaasa,Finland,63.050701,21.762199
465,Belfast,United Kingdom,54.657501,-6.21583
467,Belfast,United Kingdom,54.618099,-5.8725
468,Londonderry,United Kingdom,55.042801,-7.16111
469,Birmingham,United Kingdom,52.453899,-1.74803
472,Golouchestershire,United Kingdom,51.894199,-2.16722
478,Manchester,United Kingdom,53.353699,-2.27495
481,Newquai,United Kingdom,50.440601,-4.99541
488,Cardiff,United Kingdom,51.396702,-3.34333
490,Bristol,United Kingdom,51.382702,-2.71909
491,Liverpool,United Kingdom,53.333599,-2.84972
492,London,United Kingdom,51.874699,-0.368333
494,Bournemouth,United Kingdom,50.779999,-1.8425
495,Southampton,United Kingdom,50.950298,-1.3568
497,Alderney,Guernsey,49.706104,-2.21472
498,Guernsey,Guernsey,49.435001,-2.60197
499,Jersey,Jersey,49.207901,-2.19551
502,London,United Kingdom,51.148102,-0.190278
503,London,United Kingdom,51.505299,0.055278
507,London,United Kingdom,51.4706,-0.461941
508,Southend,United Kingdom,51.5714,0.695556
514,Blackpool,United Kingdom,53.771702,-3.02861
515,Humberside,United Kingdom,53.574402,-0.350833
517,Leeds,United Kingdom,53.865898,-1.66057
519,Hawarden,United Kingdom,53.178101,-2.97778
520,Isle Of Man,Isle of Man,54.083302,-4.62389
521,Newcastle,United Kingdom,55.037498,-1.69167
522,Teesside,United Kingdom,54.509201,-1.42941
523,East Midlands,United Kingdom,52.8311,-1.32806
529,Kirkwall,United Kingdom,58.957802,-2.905
530,Sumburgh,United Kingdom,59.878899,-1.29556
531,Wick,United Kingdom,58.4589,-3.09306
532,Aberdeen,United Kingdom,57.2019,-2.19778
533,Inverness,United Kingdom,57.5425,-4.0475
534,Glasgow,United Kingdom,55.871899,-4.43306
535,Edinburgh,United Kingdom,55.950001,-3.3725
536,Islay,United Kingdom,55.6819,-6.25667
537,Prestwick,United Kingdom,55.509399,-4.58667
538,Benbecula,United Kingdom,57.481098,-7.36278
540,Dundee,United Kingdom,56.452499,-3.02583
541,Stornoway,United Kingdom,58.215599,-6.33111
542,Tiree,United Kingdom,56.499199,-6.86917
547,Norwich,United Kingdom,52.6758,1.28278
548,London,United Kingdom,51.884998,0.235
552,Exeter,United Kingdom,50.734402,-3.41389
579,Mount Pleasant,Falkland Islands,-51.8228,-58.447201
580,Amsterdam,Netherlands,52.308601,4.76389
582,Maastricht,Netherlands,50.911701,5.77014
585,Eindhoven,Netherlands,51.4501,5.37453
586,Groningen,Netherlands,53.119701,6.57944
591,Rotterdam,Netherlands,51.956902,4.43722
596,Cork,Ireland,51.841301,-8.49111
599,Dublin,Ireland,53.421299,-6.27007
600,Connaught,Ireland,53.910301,-8.81849
601,Kerry,Ireland,52.180901,-9.52378
603,Shannon,Ireland,52.702,-8.92482
605,Waterford,Ireland,52.187199,-7.08696
607,Aarhus,Denmark,56.299999,10.619
608,Billund,Denmark,55.740299,9.15178
609,Copenhagen,Denmark,55.617901,12.656
610,Esbjerg,Denmark,55.525902,8.5534
612,Karup,Denmark,56.297501,9.12463
618,Ronne,Denmark,55.063301,14.7596
619,Soenderborg,Denmark,54.964401,9.79173
625,Vagar,Faroe Islands,62.063599,-7.27722
628,Aalborg,Denmark,57.092759,9.849243
629,Luxemburg,Luxembourg,49.623333,6.204444
630,Alesund,Norway,62.5625,6.1197
631,Andoya,Norway,69.292503,16.144199
632,Alta,Norway,69.976097,23.3717
634,Bronnoysund,Norway,65.461098,12.2175
635,Bodo,Norway,67.269203,14.3653
636,Bergen,Norway,60.2934,5.21814
637,Batsfjord,Norway,70.600502,29.691401
638,Kristiansand,Norway,58.204201,8.08537
640,Bardufoss,Norway,69.055801,18.5404
641,Harstad/Narvik,Norway,68.491302,16.678101
642,Fagernes,Norway,61.015598,9.28806
643,Floro,Norway,61.583599,5.02472
644,Oslo,Norway,60.121,11.0502
645,Haugesund,Norway,59.345299,5.20836
646,Hasvik,Norway,70.486702,22.1397
647,Kristiansund,Norway,63.111801,7.82452
649,Kirkenes,Norway,69.7258,29.8913
651,Molde,Norway,62.744701,7.2625
652,Mosjoen,Norway,65.783997,13.2149
653,Lakselv,Norway,70.068802,24.973499
655,Orland,Norway,63.698898,9.604
656,Roros,Norway,62.5784,11.3423
657,Rygge,Norway,59.378817,10.785439
658,Svalbard,Norway,78.246101,15.4656
659,Skien,Norway,59.185001,9.56694
660,Stord,Norway,59.791901,5.34085
662,Sandnessjoen,Norway,65.956802,12.4689
663,Tromso,Norway,69.683296,18.9189
664,Sandefjord,Norway,59.186699,10.2586
665,Trondheim,Norway,63.457802,10.924
666,Stavanger,Norway,58.876701,5.63778
668,Gdansk,Poland,54.377602,18.4662
669,Krakow,Poland,50.077702,19.7848
671,Katowice,Poland,50.4743,19.08
674,Poznan,Poland,52.421001,16.8263
675,Rzeszow,Poland,50.110001,22.018999
676,Szczecin,Poland,53.584702,14.9022
679,Warsaw,Poland,52.165699,20.9671
680,Wroclaw,Poland,51.102699,16.885799
685,Ronneby,Sweden,56.266701,15.265
687,Gothenborg,Sweden,57.6628,12.2798
688,Joenkoeping,Sweden,57.757599,14.0687
691,Gothenborg,Sweden,57.7747,11.8704
693,Trollhattan,Sweden,58.3181,12.345
698,Mora,Sweden,60.957901,14.5114
699,Stockholm,Sweden,58.788601,16.912201
703,Kristianstad,Sweden,55.9217,14.0855
707,Kalkmar,Sweden,56.685501,16.2876
708,Malmoe,Sweden,55.536305,13.376198
709,Halmstad,Sweden,56.691101,12.8202
711,Vaxjo,Sweden,56.9291,14.728
714,Sveg,Sweden,62.047798,14.4229
715,Gallivare,Sweden,67.132401,20.8146
718,Kramfors,Sweden,63.048599,17.7689
719,Lycksele,Sweden,64.548302,18.7162
721,Sundsvall,Sweden,62.528099,17.443899
722,Ornskoldsvik,Sweden,63.408298,18.99
724,Kiruna,Sweden,67.821999,20.3368
726,Skelleftea,Sweden,64.624802,21.0769
728,Umea,Sweden,63.791801,20.282801
729,Vilhelmina,Sweden,64.579102,16.833599
730,Arvidsjaur,Sweden,65.590302,19.2819
731,Orebro,Sweden,59.223701,15.038
733,Vasteras,Sweden,59.589401,16.6336
734,Lulea,Sweden,65.5438,22.122
737,Stockholm,Sweden,59.651901,17.9186
738,Stockholm,Sweden,59.354401,17.9417
739,Borlange,Sweden,60.422001,15.5152
742,Linkoeping,Sweden,58.4062,15.6805
743,Norrkoeping,Sweden,58.5863,16.250601
746,Visby,Sweden,57.6628,18.346201
772,Laage,Germany,53.918201,12.2783
794,Bloemfontein,South Africa,-29.092699,26.302401
797,Cape Town,South Africa,-33.964802,18.6017
799,Durban,South Africa,-29.614444,31.119722
800,East London,South Africa,-33.035599,27.825899
804,George,South Africa,-34.0056,22.378902
811,Hoedspruit,South Africa,-24.368601,31.0487
813,Johannesburg,South Africa,-26.1392,28.246
815,Kimberley,South Africa,-28.802799,24.7652
820,Johannesburg,South Africa,-25.938499,27.9261
827,Margate,South Africa,-30.857401,30.343
838,Port Elizabeth,South Africa,-33.984901,25.6173
840,Phalaborwa,South Africa,-23.937201,31.155399
843,Pietermaritzburg,South Africa,-29.649,30.398701
845,Potgietersrus,South Africa,-23.845269,29.458615
849,Richard's Bay,South Africa,-28.740999,32.092098
865,Upington,South Africa,-28.399099,21.260201
866,Umtata,South Africa,-31.546363,28.673355
877,Francistown,Botswana,-21.159599,27.474501
879,Kasane,Botswana,-17.832899,25.162399
880,Maun,Botswana,-19.972601,23.431101
881,Gaberone,Botswana,-24.555201,25.9182
883,Brazzaville,Congo (Brazzaville),-4.2517,15.253
886,Pointe-noire,Congo (Brazzaville),-4.81603,11.8866
887,Manzini,Swaziland,-26.528999,31.307501
888,Bangui,Central African Republic,4.39848,18.518801
890,Bata,Equatorial Guinea,1.90547,9.80568
891,Malabo,Equatorial Guinea,3.75527,8.70872
893,Plaisance,Mauritius,-20.430201,57.683601
894,Rodriguez Island,Mauritius,-19.7577,63.361
897,Douala,Cameroon,4.00608,9.71948
898,Maroua,Cameroon,10.4514,14.2574
900,N'gaoundere,Cameroon,7.35701,13.5592
901,Garoua,Cameroon,9.33589,13.3701
906,Livingstone,Zambia,-17.8218,25.822701
907,Lusaka,Zambia,-15.3308,28.4526
908,Mfuwe,Zambia,-13.2589,31.9366
910,Ndola,Zambia,-12.9981,28.6649
912,Moroni,Comoros,-11.5337,43.2719
915,Dzaoudzi,Mayotte,-12.8047,45.281101
916,St.-denis,Reunion,-20.8871,55.5103
917,St.-pierre,Reunion,-21.3209,55.424999
918,Antananarivo,Madagascar,-18.7969,47.478802
920,Sainte Marie,Madagascar,-17.093901,49.8158
921,Toamasina,Madagascar,-18.109501,49.392502
922,Morondava,Madagascar,-20.2847,44.3176
923,Antsiranana,Madagascar,-12.3494,49.291698
924,Mananara,Madagascar,-16.1639,49.7738
927,Antalaha,Madagascar,-14.9994,50.320202
929,Mahajanga,Madagascar,-15.666842,46.351233
930,Nosy-be,Madagascar,-13.3121,48.3148
932,Maroantsetra,Madagascar,-15.4367,49.688301
933,Sambava,Madagascar,-14.2786,50.174702
937,Tolagnaro,Madagascar,-25.038099,46.9561
943,Toliara,Madagascar,-23.3834,43.7285
944,M'banza-congo,Angola,-6.2699,14.247
946,Cabinda,Angola,-5.59699,12.1884
948,Huambo,Angola,-12.8089,15.7605
949,Kuito,Angola,-12.4046,16.947399
951,Luanda,Angola,-8.85837,13.2312
952,Malanje,Angola,-9.52509,16.312401
953,Menongue,Angola,-14.6576,17.719801
957,Saurimo,Angola,-9.68907,20.4319
958,Soyo,Angola,-6.14109,12.3718
959,Lubango,Angola,-14.9247,13.575
960,Luena,Angola,-11.7681,19.897699
967,Port Gentil,Gabon,-0.711739,8.75438
970,Libreville,Gabon,0.4586,9.41228
973,Sao Tome,Sao Tome and Principe,0.378175,6.71215
974,Beira,Mozambique,-19.7964,34.9076
976,Inhambane,Mozambique,-23.8764,35.408501
977,Lichinga,Mozambique,-13.274,35.2663
979,Maputo,Mozambique,-25.920799,32.572601
984,Nampula,Mozambique,-15.1056,39.281799
985,Pemba,Mozambique,-12.991762,40.524014
986,Quelimane,Mozambique,-17.855499,36.869099
988,Tete,Mozambique,-16.104799,33.640202
990,Vilankulu,Mozambique,-22.0184,35.313301
994,Mahe,Seychelles,-4.67434,55.521801
995,Praslin,Seychelles,-4.31929,55.691399
999,N'djamena,Chad,12.1337,15.034
1001,Bulawayo,Zimbabwe,-20.017401,28.617901
1004,Victoria Falls,Zimbabwe,-18.0959,25.839001
1005,Harare,Zimbabwe,-17.931801,31.0928
1013,Blantyre,Malawi,-15.6791,34.973999
1016,Lilongwe,Malawi,-13.7894,33.780998
1018,Maseru,Lesotho,-29.462299,27.5525
1020,Kinshasa,Congo (Kinshasa),-4.38575,15.4446
1026,Mbandaka,Congo (Kinshasa),0.0226,18.2887
1028,Gemena,Congo (Kinshasa),3.23537,19.771299
1031,Kisangani,Congo (Kinshasa),0.481639,25.337999
1032,Isiro,Congo (Kinshasa),2.82761,27.588301
1033,Bunia,Congo (Kinshasa),1.56572,30.2208
1035,Bukavu/kavumu,Congo (Kinshasa),-2.30898,28.8088
1036,Goma,Congo (Kinshasa),-1.67081,29.238501
1037,Kindu,Congo (Kinshasa),-2.91918,25.9154
1038,Lubumashi,Congo (Kinshasa),-11.5913,27.530899
1040,Kalemie,Congo (Kinshasa),-5.87556,29.25
1042,Kananga,Congo (Kinshasa),-5.90005,22.4692
1043,Mbuji-mayi,Congo (Kinshasa),-6.12124,23.569
1044,Bamako,Mali,12.5335,-7.94994
1050,Banjul,Gambia,13.338,-16.652201
1051,Fuerteventura,Spain,28.4527,-13.8638
1052,Hierro,Spain,27.8148,-17.8871
1053,Santa Cruz De La Palma,Spain,28.626499,-17.7556
1054,Gran Canaria,Spain,27.9319,-15.3866
1055,Arrecife,Spain,28.945499,-13.6052
1056,Tenerife,Spain,28.0445,-16.5725
1057,Tenerife,Spain,28.4827,-16.341499
1058,Melilla,Spain,35.2798,-2.95626
1059,Freetown,Sierra Leone,8.61644,-13.1955
1062,Monrovia,Liberia,6.28906,-10.7587
1063,Monrovia,Liberia,6.23379,-10.3623
1064,Agadir,Morocco,30.325001,-9.41307
1065,Tan Tan,Morocco,28.4482,-11.1613
1066,Fes,Morocco,33.927299,-4.97796
1070,Oujda,Morocco,34.787201,-1.92399
1072,Rabat,Morocco,34.051498,-6.75152
1074,Casablanca,Morocco,33.3675,-7.58997
1075,Marrakech,Morocco,31.606899,-8.0363
1077,Ouarzazate,Morocco,30.9391,-6.90943
1078,Al Hociema,Morocco,35.177101,-3.83952
1079,Tetouan,Morocco,35.594299,-5.32002
1080,Tanger,Morocco,35.726898,-5.91689
1081,Ziguinchor,Senegal,12.5556,-16.281799
1082,Cap Skiring,Senegal,12.39533,-16.748
1084,Dakar,Senegal,14.7397,-17.4902
1094,Nouakschott,Mauritania,18.31,-15.969722
1097,Nouadhibou,Mauritania,20.9331,-17.030001
1102,Amilcar Cabral,Cape Verde,16.7414,-22.9494
1103,Boa Vista,Cape Verde,16.136499,-22.888901
1104,Maio,Cape Verde,15.1559,-23.213699
1105,Sao Nocolau Island,Cape Verde,16.5884,-24.2847
1106,Sao Vicente Island,Cape Verde,16.8332,-25.0553
1107,Addis Ababa,Ethiopia,8.97789,38.799301
1109,Arba Minch,Ethiopia,6.03939,37.5905
1110,Axum,Ethiopia,14.1468,38.7728
1111,Bahar Dar,Ethiopia,11.6081,37.321602
1112,Dire Dawa,Ethiopia,9.6247,41.854198
1113,Gambella,Ethiopia,8.12876,34.563099
1114,Gondar,Ethiopia,12.5199,37.433998
1116,Jimma,Ethiopia,7.66609,36.816601
1117,Lalibella,Ethiopia,11.975,38.98
1118,Makale,Ethiopia,13.4674,39.533501
1119,Asosa,Ethiopia,10.0185,34.5863
1120,Bujumbura,Burundi,-3.32402,29.318501
1121,Hargeisa,Somalia,9.51817,44.088799
1122,Berbera,Somalia,10.3892,44.941101
1127,Abu Simbel,Egypt,22.375999,31.6117
1128,Cairo,Egypt,30.121901,31.4056
1130,Hurghada,Egypt,27.178301,33.7994
1132,Luxor,Egypt,25.671,32.7066
1136,Aswan,Egypt,23.964399,32.82
1138,Eldoret,Kenya,0.404458,35.238899
1140,Kisumu,Kenya,-0.086139,34.728901
1141,Kitale,Kenya,0.971989,34.958599
1143,Lodwar,Kenya,3.12197,35.6087
1144,Lamu,Kenya,-2.25242,40.913101
1145,Mombasa,Kenya,-4.03483,39.5942
1147,Nairobi,Kenya,-1.32172,36.8148
1149,Wajir,Kenya,1.73324,40.091599
1152,Ghat,Libya,25.145599,10.1426
1153,Kufra,Libya,24.178699,23.313999
1154,Benghazi,Libya,32.096802,20.269501
1157,Tripoli,Libya,32.663502,13.159
1162,Ghadames,Libya,30.151699,9.71531
1165,Kigali,Rwanda,-1.96863,30.1395
1166,Kamembe,Rwanda,-2.46224,28.9079
1169,El Fasher,Sudan,13.6149,25.3246
1173,Juba,South Sudan,4.87201,31.601101
1175,Khartoum,Sudan,15.5895,32.5532
1176,Arusha,Tanzania,-3.36779,36.633301
1177,Dar Es Salaam,Tanzania,-6.87811,39.202599
1180,Kilimanjaro,Tanzania,-3.42941,37.074501
1182,Mtwara,Tanzania,-10.3391,40.181801
1183,Mwanza,Tanzania,-2.44449,32.932701
1186,Zanzibar,Tanzania,-6.22202,39.224899
1187,Entebbe,Uganda,0.042386,32.443501
1190,Tirana,Albania,41.4147,19.7206
1191,Bourgas,Bulgaria,42.569599,27.5152
1193,Plovdiv,Bulgaria,42.067799,24.8508
1194,Sofia,Bulgaria,42.696693,23.411436
1196,Varna,Bulgaria,43.232101,27.8251
1197,Larnaca,Cyprus,34.875099,33.624901
1198,Paphos,Cyprus,34.717999,32.485699
1200,Dubrovnik,Croatia,42.561401,18.2682
1202,Osijek,Croatia,45.4627,18.8102
1203,Pula,Croatia,44.893501,13.9222
1205,Rijeka,Croatia,45.2169,14.5703
1206,Split,Croatia,43.538898,16.298
1208,Zagreb,Croatia,45.742901,16.0688
1209,Zadar,Croatia,44.108299,15.3467
1212,Alicante,Spain,38.2822,-0.558156
1213,Almeria,Spain,36.843899,-2.3701
1214,Aviles,Spain,43.563599,-6.03462
1216,Bilbao,Spain,43.301102,-2.91061
1218,Barcelona,Spain,41.2971,2.07846
1219,Badajoz,Spain,38.8913,-6.82133
1220,La Coruna,Spain,43.302101,-8.37726
1222,Gerona,Spain,41.901001,2.76055
1223,Granada,Spain,37.188702,-3.77736
1225,Ibiza,Spain,38.872898,1.37312
1226,Jerez,Spain,36.744598,-6.06011
1227,Murcia,Spain,37.775002,-0.812389
1229,Madrid,Spain,40.471926,-3.56264
1230,Malaga,Spain,36.6749,-4.49911
1231,Menorca,Spain,39.862598,4.21865
1234,Pamplona,Spain,42.77,-1.64633
1236,Reus,Spain,41.1474,1.16717
